Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
AC026806.2	0.696686355680728	0.317335349198884	2.19542624998923	1.13450107144378	132	5	2056	2056	0.0642023346303502	0.00243190661478599	5.94409594284848e-34	3.18995585463845e-28	2.67010447922055e-59	9.61127147204063e-59
PFKM	2.56853224394255	1.67090368073244	1.53721143448354	0.620315612980533	383	135	2056	2056	0.186284046692607	0.0656614785992218	3.16335027705047e-32	6.0318698415038e-30	2.68681422371807e-59	9.66856249899847e-59
GTF2E2	3.62573169603536	2.93021913314729	1.23735854940686	0.307263610660447	434	167	2056	2056	0.211089494163424	0.0812256809338521	9.46739923776851e-33	2.04729458222857e-29	2.72898434408843e-59	9.81741237310724e-59
CLIC4	3.62963725991817	2.35960127797459	1.53824177576041	0.62128227916243	498	215	2056	2056	0.242217898832685	0.104571984435798	7.13773049875761e-32	2.74692791484651e-30	2.7603359156821e-59	9.9272665452978e-59
TRNAU1AP	5.07806036587072	3.53112384489111	1.43808616999309	0.524150124523452	455	183	2056	2056	0.221303501945525	0.0890077821011673	2.6832918284533e-32	7.36061658178414e-30	2.78044353850906e-59	9.99663008930901e-59
TMEM203	3.71119392277456	4.10036595515814	0.90508846365432	-0.143869286295856	418	154	2056	2056	0.203307392996109	0.0749027237354086	2.02451364920013e-33	1.02558988311768e-28	2.9219457909886e-59	1.05022784538307e-58
SLC25A15	1.88090761329133	0.826949021015174	2.27451458976552	1.18555868875788	231	47	2056	2056	0.112354085603113	0.0228599221789883	2.9215526576158e-32	7.2850185980403e-30	2.99464747382654e-59	1.0760413238549e-58
CASC7	3.23940681174948	3.0037746113929	1.07844536652745	0.108953092180934	510	221	2056	2056	0.248054474708171	0.107490272373541	1.499189657598e-32	1.4741672447255e-29	3.10876844214109e-59	1.11671802989445e-58
SPIN4	1.62700254822227	0.879292593180047	1.85035397868877	0.887801289362166	292	80	2056	2056	0.142023346303502	0.0389105058365759	4.50024523853725e-32	5.02710071057154e-30	3.18175430458182e-59	1.14259873773913e-58
LRRC7	1.35152544346506	0.75496437980827	1.79018438433915	0.840108188982297	377	132	2056	2056	0.183365758754864	0.0642023346303502	5.90603744410646e-32	3.87666897420951e-30	3.2198141515729e-59	1.15592561686736e-58
GPATCH2	4.66198878709534	2.71835863592611	1.7150013708574	0.778209729592483	365	124	2056	2056	0.177529182879377	0.0603112840466926	4.5932109885116e-32	5.78957802802645e-30	3.73574034727131e-59	1.34074994608461e-58
WHSC1	4.90695788325694	4.55010850550214	1.07842656440463	0.108927939339012	584	276	2056	2056	0.284046692607004	0.134241245136187	1.56575626183634e-32	1.74016667054258e-29	3.82695417181806e-59	1.37308184880459e-58
