Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
NPIPA7.1	6.52434219976554	4.19434611418999	1.55550877827962	0.637386536527544	875	494	2056	2056	0.425583657587549	0.240272373540856	1.32953393900629e-36	7.60505441919242e-35	1.63972871900922e-68	2.09531685243062e-67
SESN1	11.9716612249104	5.18832921870384	2.307421275765	1.20628142706893	855	489	2056	2056	0.415856031128405	0.23784046692607	3.43206275765611e-34	3.00162226898503e-37	1.67044237840213e-68	2.13203799420911e-67
CORO7	8.02797183453571	5.16032232035143	1.55571131727077	0.637574374089378	573	250	2056	2056	0.278696498054475	0.1215953307393	6.96332885971754e-37	1.57804762360034e-34	1.7810839096762e-68	2.27056618981771e-67
LAT2	37.7121118940575	25.822263592396	1.46044949774127	0.546412470718996	1228	805	2056	2056	0.59727626459144	0.391536964980545	7.75155950037491e-40	1.44816576115726e-31	1.81927156325533e-68	2.31651048520764e-67
GGT5	2.1500110735917	0.0198363722536917	108.387312261271	6.76005207553422	149	5	2056	2056	0.0724708171206226	0.00243190661478599	4.53541555676001e-39	2.49051327969668e-32	1.83054102519854e-68	2.32811143358092e-67
MYL12B	81.7221778751396	66.7217876719976	1.22481996850689	0.292569708713754	1715	1309	2056	2056	0.834143968871595	0.636673151750973	2.46713802849993e-47	4.5885280173038e-24	1.83457058327006e-68	2.33048807309395e-67
DHX36	18.3180868290179	14.2541532272023	1.28510522772128	0.361886495836372	971	561	2056	2056	0.47227626459144	0.272859922178988	4.36256923897787e-40	2.81348013608562e-31	1.98809444602131e-68	2.52254101180468e-67
ITGB1	1.81099726956355	1.45955820855479	1.24078454627496	0.311252623118393	540	227	2056	2056	0.262645914396887	0.110408560311284	1.25787036754621e-36	1.09929226100029e-34	2.23810364282877e-68	2.83642159669898e-67
SERBP1	22.2613406148572	16.330030539615	1.36321487953458	0.447012987825443	1169	745	2056	2056	0.568579766536965	0.362354085603113	3.32656520510734e-40	4.28454080429677e-31	2.30648269775139e-68	2.91964975296346e-67
PRKCD	2.0010083154232	0.449827280901464	4.44839252837918	2.15328409780964	252	48	2056	2056	0.122568093385214	0.0233463035019455	6.29842770994698e-37	2.3722327265774e-34	2.41720057731676e-68	3.05621432899898e-67
RNF138	7.3546060199718	4.90482793410159	1.49946259456682	0.584445533339673	693	339	2056	2056	0.337062256809339	0.16488326848249	1.71711229421685e-37	9.67144783968165e-34	2.68490931589042e-68	3.39071978593421e-67
PSMD13	16.1242741831304	11.498691005004	1.40227041287685	0.487764584511484	889	493	2056	2056	0.432392996108949	0.239785992217899	2.94732661688448e-39	6.09439950951406e-32	2.902604329397e-68	3.66135528567797e-67
MICAL1	10.775734908417	5.43952967316573	1.98100489488564	0.986232445002015	635	298	2056	2056	0.308852140077821	0.144941634241245	1.58804331767865e-36	1.18986997286527e-34	3.05249050263675e-68	3.84592407370764e-67
COPE	12.1908435839492	8.57961486784499	1.42090802113257	0.506813168408464	1344	906	2056	2056	0.653696498054475	0.440661478599222	5.435289415811e-43	4.27044376667294e-28	3.74485324506768e-68	4.71274705344865e-67
GNG2	1.78583058001281	0.292082849826078	6.11412337655631	2.61214566458178	245	45	2056	2056	0.119163424124514	0.0218871595330739	9.72977975303894e-37	3.07999563283714e-34	4.8272963114277e-68	6.06787770614775e-67
ARHGEF7	6.67160793949974	3.73947506132175	1.7841028032265	0.835198748347865	569	250	2056	2056	0.276750972762646	0.1215953307393	3.95242594609014e-36	9.0283275245135e-35	5.74183838961165e-68	7.20904854854035e-67
ULK1	8.75070310541434	4.49730363373837	1.94576657883789	0.960338649609567	544	231	2056	2056	0.264591439688716	0.112354085603113	2.49350490212788e-36	1.4840648755316e-34	5.95312327746821e-68	7.46563192412729e-67
AKAP13	42.3366228607469	39.5001385261858	1.07180947815362	0.100048479162185	1260	833	2056	2056	0.61284046692607	0.405155642023346	1.4135387053971e-40	2.82102643513684e-30	6.41201978267383e-68	8.03178087760015e-67
ASH1L	20.0357535080729	10.8046263489179	1.85436801431633	0.89092758686622	918	534	2056	2056	0.446498054474708	0.259727626459144	3.86112734874012e-36	1.17371134696407e-34	7.28131389501439e-68	9.11008936864619e-67
SELO	8.52722042300092	4.42362420933147	1.92765479604101	0.94684671721617	486	190	2056	2056	0.236381322957198	0.0924124513618677	2.40835086866452e-36	1.91912830924861e-34	7.42514412108045e-68	9.2792791826017e-67
SRP72	36.8059757619195	31.6790331408013	1.16184024930088	0.216411714710295	1273	837	2056	2056	0.619163424124514	0.407101167315175	2.91018892065897e-42	1.62880050092786e-28	7.61380821364133e-68	9.50404185001408e-67
IMP3	12.234373999987	7.32696874308562	1.66977292096851	0.739651918227579	629	289	2056	2056	0.305933852140078	0.14056420233463	1.34863584555249e-37	3.63744758795812e-33	7.87791900574692e-68	9.82235334993995e-67
GCA	5.37768479389283	2.44299855290543	2.20126401118707	1.13833218693248	490	193	2056	2056	0.238326848249027	0.0938715953307393	2.81558458888776e-36	1.82436585651819e-34	8.24662209968961e-68	1.02701869913571e-66
ERCC-00046	59.8690736147945	160.340451786985	0.373387207953807	-1.42125559243768	1550	1605	2056	2056	0.753891050583658	0.780642023346304	0.0462486903837719	1.11374664254324e-68	8.26939843990514e-68	1.02866738378751e-66
HERC5	12.3718639531601	0.881393706354659	14.0367055765904	3.81113246884749	314	83	2056	2056	0.15272373540856	0.0403696498054475	7.95324240846036e-36	7.31424663217163e-35	9.33195649028723e-68	1.15950634502014e-66
POGZ	6.06827843481845	3.65368398525174	1.66086570686281	0.731935425572623	574	253	2056	2056	0.279182879377432	0.123054474708171	2.64474863527051e-36	2.22169830892546e-34	9.42543101016291e-68	1.16977299706107e-66
RSBN1	19.6681727655249	16.533652296385	1.18958427411863	0.250457480713265	1105	681	2056	2056	0.537451361867704	0.331225680933852	1.03541564086608e-40	5.79553539866458e-30	9.62460780713544e-68	1.19311948505696e-66
PTGER2	4.11391126629671	1.97911112066423	2.07866613619755	1.05565805914331	355	105	2056	2056	0.172665369649805	0.0510700389105058	1.66752827224298e-36	5.40870193945799e-34	1.44290023588013e-67	1.78664512559898e-66
ZFP36L2	131.121687273019	83.4700524575946	1.57088301028243	0.651575741567764	1922	1668	2056	2056	0.934824902723735	0.811284046692607	1.47346891516889e-33	7.00173416971921e-37	1.64911739709813e-67	2.03964806510359e-66
