"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"PTK7"	0.14469054243238	0.400954488541646	0.256263946109266	296	273	20	48	0.0675675675675676	0.175824175824176	0.000119212836678046	8.45342979273913e-05	6.84929749783711e-05	1.15609808547485e-07	1.1550314649962e-06	"NA"	NA
"RP11-723D22.3"	0.0245073543463234	0.194612494463081	0.170105140116758	296	273	3	21	0.0101351351351351	0.0769230769230769	0.000176061907049947	7.62229243851103e-05	7.60237040583529e-05	1.15699777068655e-07	1.15533814273679e-06	"NA"	NA
"CDK17"	0.374290374703401	0.920143023727811	0.545852649024411	296	273	49	82	0.165540540540541	0.3003663003663	0.000201605586004986	0.000147343242473693	3.94876950752676e-05	1.1614536170617e-07	1.15919374827274e-06	"NA"	NA
"RPS27"	4.42580046732007	5.33943309869089	0.913632631370823	296	273	284	269	0.959459459459459	0.985347985347985	0.106865306157835	0.0765170939432335	7.70106296204669e-08	1.17555387957925e-07	1.17266613207568e-06	"NA"	NA
"PPIP5K2"	1.8556027700025	1.17803939703661	-0.677563372965892	296	273	157	100	0.530405405405405	0.366300366300366	0.000120350966961392	0.000102485732605114	5.78477133879626e-05	1.18236244524228e-07	1.1788546691899e-06	"NA"	NA
"ABCF1"	1.40861748534869	2.09655969820944	0.687942212860746	296	273	104	142	0.351351351351351	0.52014652014652	7.01544956026349e-05	6.61031249431083e-05	9.05644574885223e-05	1.19335220793916e-07	1.1892035397316e-06	"NA"	NA
"CTSA"	1.29848203562297	0.771273095054664	-0.52720894056831	296	273	105	55	0.35472972972973	0.201465201465201	7.20932028895319e-05	5.62524070841099e-05	0.00010823130885475	1.21259507252089e-07	1.20776204157267e-06	"NA"	NA
"RDH10"	0.0335005292839611	0.190188366595227	0.156687837311266	296	273	3	21	0.0101351351351351	0.0769230769230769	0.000176061907049947	7.62229243851103e-05	8.03311323785148e-05	1.21917757464073e-07	1.21369812486707e-06	"NA"	NA
"WDR74"	2.07512211655165	3.07248150933889	0.997359392787243	296	273	191	213	0.64527027027027	0.78021978021978	0.000556931870557701	0.00043318721079317	1.41823767479232e-05	1.22306355713591e-07	1.21694511769746e-06	"NA"	NA
"REN"	0.0489065558910471	0.172394587645145	0.123488031754098	296	273	3	21	0.0101351351351351	0.0769230769230769	0.000176061907049947	7.62229243851103e-05	8.13191768445985e-05	1.23341529779545e-07	1.22661892778719e-06	"NA"	NA
"SEC24C"	1.06660965623514	1.79768476563253	0.731075109397395	296	273	93	129	0.314189189189189	0.472527472527473	0.000155350998839145	0.000148470614696013	4.20171674559186e-05	1.24096022709367e-07	1.23349294984752e-06	"NA"	NA
"TSPYL4"	0.755527763859742	1.22731150757744	0.471783743717696	296	273	53	90	0.179054054054054	0.32967032967033	5.31788311182893e-05	4.45296858650613e-05	0.000140659162357133	1.2457194403755e-07	1.23759242261974e-06	"NA"	NA
"CYB5A"	0.880916344739359	0.24096718819942	-0.639949156539939	296	273	55	21	0.185810810810811	0.0769230769230769	0.000223271126351165	0.000122154113014153	5.13692790215211e-05	1.24788403639056e-07	1.23911134168746e-06	"NA"	NA
"MGST3"	1.72677406300968	0.834961684144164	-0.891812378865516	296	273	113	67	0.381756756756757	0.245421245421245	0.000665416915356599	0.000589248096749409	1.07485576950184e-05	1.25894862058522e-07	1.24946163505331e-06	"NA"	NA
"HOXA7"	0.491664934614562	0.104833703832054	-0.386831230782509	296	273	43	13	0.14527027027027	0.0476190476190476	0.000165994312382275	0.000108674549796983	5.92514887391707e-05	1.27886717856561e-07	1.26858417529775e-06	"NA"	NA
"PPID"	0.406685623200781	0.136040193777207	-0.270645429423575	296	273	50	17	0.168918918918919	0.0622710622710623	0.000137288508842585	7.75491496693415e-05	8.3387901115734e-05	1.28405935883321e-07	1.27308672545152e-06	"NA"	NA
"RPL9"	6.10170278658151	6.66265246342673	0.560949676845222	296	273	289	269	0.976351351351351	0.985347985347985	0.635538473754754	0.54857339766298	1.19369447213126e-08	1.29944678130014e-07	1.28768767977135e-06	"NA"	NA
"TRAPPC3"	1.55173657468733	0.822740375562372	-0.728996199124958	296	273	122	72	0.412162162162162	0.263736263736264	0.000269552335787545	0.000200394677880221	3.27677278275523e-05	1.30287387549275e-07	1.29042772261711e-06	"NA"	NA
"AC093673.5"	0.101328374656168	0.540021608186882	0.438693233530715	296	273	10	33	0.0337837837837838	0.120879120879121	0.000164447151399221	9.725972369356e-05	6.8555734501824e-05	1.32193981341751e-07	1.30840518374132e-06	"NA"	NA
"KDM2B"	0.156042152465515	0.511070057196694	0.355027904731179	296	273	16	42	0.0540540540540541	0.153846153846154	0.00014950270695245	8.61092462638993e-05	7.74595351704721e-05	1.32236723372173e-07	1.30840518374132e-06	"NA"	NA
"STRA13"	1.79446258109553	0.976601871411204	-0.817860709684322	296	273	121	71	0.408783783783784	0.26007326007326	0.000252903371647273	0.000191562135616082	3.50812854608791e-05	1.33182782597557e-07	1.3170973101936e-06	"NA"	NA
"PCLO"	0.297219441276623	0.00876286927928443	-0.288456571997339	296	273	21	2	0.0709459459459459	0.00732600732600733	0.000276291182797113	6.3427469734668e-05	0.000107589183416786	1.35136506059977e-07	1.33574075868209e-06	"NA"	NA
"LINS"	0.375196086861769	0.130983943483723	-0.244212143378046	296	273	38	10	0.128378378378378	0.0366300366300366	0.000154883213240384	6.70171512789295e-05	0.00010332664894906	1.37026353044836e-07	1.35373424913834e-06	"NA"	NA
"ATP9A"	0.140988504274044	0.401442814485409	0.260454310211365	296	273	11	35	0.0371621621621622	0.128205128205128	0.000130115706956999	8.30922467202972e-05	8.34876716081481e-05	1.37261579924515e-07	1.35537118332758e-06	"NA"	NA
"FRG1B"	1.87424404048386	1.09009472623914	-0.784149314244715	296	273	154	101	0.52027027027027	0.36996336996337	0.000435638373298545	0.000387152526482928	1.8079047015613e-05	1.38429260628302e-07	1.3658768067442e-06	"NA"	NA
"ETV5"	0.0793206066898316	0.413583046632601	0.33426243994277	296	273	7	28	0.0236486486486486	0.102564102564103	0.000184346840104222	8.3539804198944e-05	8.38077975902508e-05	1.38465656173124e-07	1.3658768067442e-06	"NA"	NA
"CPEB4"	0.212810498184356	0.509911241338575	0.297100743154219	296	273	20	48	0.0675675675675676	0.175824175824176	0.000119212836678046	8.45342979273913e-05	8.34226923636603e-05	1.39419197406005e-07	1.37458725130898e-06	"NA"	NA
"ZBTB20"	1.37586432448984	0.938867337039771	-0.436996987450066	296	273	125	70	0.422297297297297	0.256410256410256	4.56471568987554e-05	3.20422868061768e-05	0.000222335019472219	1.40771087405217e-07	1.3872143759871e-06	"NA"	NA
"SCFD2"	0.373828333733102	0.0789671090444447	-0.294861224688657	296	273	34	8	0.114864864864865	0.0293040293040293	0.000184599977504664	8.22989727036033e-05	8.73087753941649e-05	1.41920800060246e-07	1.3978374101942e-06	"NA"	NA
"PLAGL1"	1.15694166093613	0.6436821250927	-0.513259535843428	296	273	105	56	0.35472972972973	0.205128205128205	0.000111153891513159	8.66742507122698e-05	8.30981674373031e-05	1.42240466915975e-07	1.40027837430615e-06	"NA"	NA
"IGFLR1"	0.192271247401687	0.0117508575711252	-0.180520389830562	296	273	21	2	0.0709459459459459	0.00732600732600733	0.000276291182797113	6.3427469734668e-05	0.000113691892410389	1.42403907795413e-07	1.4011796924524e-06	"NA"	NA
"AXL"	0.390074167063134	0.159991636021488	-0.230082531041646	296	273	47	15	0.158783783783784	0.0549450549450549	0.000124677689170385	7.35380731379203e-05	9.82180657949977e-05	1.42620963105916e-07	1.40260737278532e-06	"NA"	NA
"ZNF746"	0.276462324148762	0.633389473034175	0.356927148885413	296	273	31	62	0.10472972972973	0.227106227106227	0.000127868016601469	0.0001001458045926	7.23332522512565e-05	1.43016556711889e-07	1.40578856451243e-06	"NA"	NA
"SHCBP1"	0.079435207032865	0.357107374286972	0.277672167254107	296	273	10	33	0.0337837837837838	0.120879120879121	0.000164447151399221	9.725972369356e-05	7.52744825153747e-05	1.44465056044264e-07	1.41847704017555e-06	"NA"	NA
"GDI2"	2.38847185381438	1.65154147889432	-0.73693037492006	296	273	174	115	0.587837837837838	0.421245421245421	0.000101417830187152	7.93321197896427e-05	9.22974672769062e-05	1.44483383096496e-07	1.41847704017555e-06	"NA"	NA
"PDCL3"	1.26141663644734	0.573160274309029	-0.688256362138306	296	273	89	45	0.300675675675676	0.164835164835165	0.000202158653414873	0.000160382757271885	4.56683383726812e-05	1.44525723465454e-07	1.41847704017555e-06	"NA"	NA
"RPS6KB1"	0.635558672394057	1.10038719563748	0.464828523243428	296	273	62	98	0.209459459459459	0.358974358974359	0.00010888974641863	8.50627720198662e-05	8.63422655195031e-05	1.44902180564968e-07	1.42145611654371e-06	"NA"	NA
"NIPSNAP3B"	0.541517089590381	0.21291191508897	-0.328605174501411	296	273	53	19	0.179054054054054	0.0695970695970696	0.000146235671504399	7.96500901464702e-05	9.33234006114941e-05	1.46563027392708e-07	1.43702541747418e-06	"NA"	NA
"EIF3CL"	0.153704281135611	0.422015119285917	0.268310838150306	296	273	34	65	0.114864864864865	0.238095238095238	0.000167818284860818	0.00014898847222378	4.99321102655613e-05	1.46677042344654e-07	1.43742026615485e-06	"NA"	NA
"DNPH1"	3.11874204709882	2.13320889127509	-0.985533155823735	296	273	192	139	0.648648648648649	0.509157509157509	0.00102009772430871	0.000897701268792417	8.31117515328746e-06	1.47082104132578e-07	1.44066551444835e-06	"NA"	NA
"SIPA1L3"	0.285468259587842	0.0586007017552168	-0.226867557832625	296	273	34	8	0.114864864864865	0.0293040293040293	0.000184599977504664	8.22989727036033e-05	9.10567821544635e-05	1.47698216504002e-07	1.44597369969664e-06	"NA"	NA
"FAM63B"	1.05512950352544	0.54930470694784	-0.505824796577597	296	273	80	37	0.27027027027027	0.135531135531136	0.00010921352421352	7.38150427789908e-05	0.000101632359783055	1.4785008117928e-07	1.44609302990398e-06	"NA"	NA
"CDK16"	0.32053820466031	0.51102952202681	0.1904913173665	296	273	33	66	0.111486486486486	0.241758241758242	6.76365457770371e-05	5.81689533101452e-05	0.000128977086985176	1.47858783531636e-07	1.44609302990398e-06	"NA"	NA
"DMXL1"	0.580086615355498	1.05046783331166	0.470381217956165	296	273	42	76	0.141891891891892	0.278388278388278	9.28149558612259e-05	7.59536042843382e-05	9.89142171833835e-05	1.48053885355755e-07	1.44727499165215e-06	"NA"	NA
"ISOC1"	1.03013206748608	0.430049789780155	-0.600082277705926	296	273	72	32	0.243243243243243	0.117216117216117	0.000158440400578662	0.000129060071559922	5.84793734759993e-05	1.48698452700746e-07	1.45284723811676e-06	"NA"	NA
"PAFAH1B3"	1.72377995843255	0.848996225802853	-0.874783732629694	296	273	110	63	0.371621621621622	0.230769230769231	0.000373951343928246	0.000265724793684519	2.86897004808597e-05	1.50123402793086e-07	1.46595359083461e-06	"NA"	NA
"FAM209B"	0.000681056426612829	0.210610855709585	0.209929799282972	296	273	1	16	0.00337837837837838	0.0586080586080586	0.000295108364008536	7.1530024973871e-05	0.000106628561756242	1.50190299656101e-07	1.46595359083461e-06	"NA"	NA
"ZNF738"	0.296023190252194	0.72328274834653	0.427259558094336	296	273	32	63	0.108108108108108	0.230769230769231	0.000140619734287105	0.000114843796651284	6.71903816686954e-05	1.51858091033157e-07	1.4814904456548e-06	"NA"	NA
"SOD2"	2.70886679292363	3.60821616531552	0.899349372391884	296	273	180	209	0.608108108108108	0.765567765567766	7.98792161850191e-05	6.79922360479096e-05	0.000114417779468247	1.53036949969118e-07	1.49224423651728e-06	"NA"	NA
"RP11-34P13.9"	0.00182042931449858	0.12526869368267	0.123448264368171	296	273	1	16	0.00337837837837838	0.0586080586080586	0.000295108364008536	7.1530024973871e-05	0.000108925056290617	1.53258973022721e-07	1.49291549333277e-06	"NA"	NA
"RP11-166B2.5"	0.00369455165010933	0.176371476441476	0.172676924791367	296	273	1	16	0.00337837837837838	0.0586080586080586	0.000295108364008536	7.1530024973871e-05	0.000108925056290617	1.53258973022721e-07	1.49291549333277e-06	"NA"	NA
"TIMM17A"	1.16143108685894	1.8141970309087	0.652765944049757	296	273	87	125	0.293918918918919	0.457875457875458	7.67208469717968e-05	6.34188889732547e-05	0.000125088950791881	1.55901219350671e-07	1.51789538840323e-06	"NA"	NA
"PRELID1"	0.922197455627836	0.479667603439197	-0.442529852188639	296	273	120	71	0.405405405405405	0.26007326007326	0.000345234135768951	0.00026626138638886	3.00593573410187e-05	1.57218571889875e-07	1.52995726574011e-06	"NA"	NA
"TTC37"	1.37071702352877	0.885642749993032	-0.485074273535735	296	273	119	66	0.402027027027027	0.241758241758242	6.66869466832323e-05	5.2959917273261e-05	0.000151269316381629	1.57359592759472e-07	1.53056546011359e-06	"NA"	NA
"TTI1"	0.427791126885338	0.0872930502900257	-0.340498076595312	296	273	39	11	0.131756756756757	0.0402930402930403	0.000214053168498681	9.62790305760286e-05	8.47280766050808e-05	1.6008614692824e-07	1.55630881592282e-06	"NA"	NA
"BIN2"	2.23022627999322	1.48523893328951	-0.744987346703706	296	273	159	100	0.537162162162162	0.366300366300366	6.21320258401303e-05	5.1070915423335e-05	0.000160918110878483	1.61216383699871e-07	1.56651532955029e-06	"NA"	NA
"PUS7L"	0.984772003436291	0.430128724066484	-0.554643279369807	296	273	66	28	0.222972972972973	0.102564102564103	0.000176154300879808	0.000111639924909126	7.39505752959953e-05	1.61916320490144e-07	1.57253259541299e-06	"NA"	NA
"UBE2Q2L"	0.0105578148802413	0.130111100088581	0.11955328520834	296	273	1	16	0.00337837837837838	0.0586080586080586	0.000295108364008536	7.1530024973871e-05	0.000116097729432274	1.62821422663064e-07	1.58053544350022e-06	"NA"	NA
"BZW1"	1.39041971728208	2.35097107101363	0.960551353731558	296	273	126	152	0.425675675675676	0.556776556776557	0.0023534866399048	0.00191459865843436	4.36429061452483e-06	1.63777477893818e-07	1.5890246884551e-06	"NA"	NA
"TIGD1"	0.417826909358126	0.164083918600114	-0.253742990758012	296	273	38	10	0.128378378378378	0.0366300366300366	0.000154883213240384	6.70171512789295e-05	0.000126110721627324	1.65557284858447e-07	1.605493829085e-06	"NA"	NA
"HLA-DOB"	0.0222032964439599	0.157403875526131	0.135200579082171	296	273	1	16	0.00337837837837838	0.0586080586080586	0.000295108364008536	7.1530024973871e-05	0.000118586006427058	1.66131229816212e-07	1.61025854379791e-06	"NA"	NA
"SRP9"	4.28279201563186	3.23876587332136	-1.0440261423105	296	273	234	190	0.790540540540541	0.695970695970696	0.0127757627315684	0.0121602352292209	7.01737844558413e-07	1.67075901705237e-07	1.61861007755391e-06	"up_in_pre-TP53-sAML"	NA
"PLCE1"	0.239697329815408	0.0360653274509156	-0.203632002364493	296	273	30	6	0.101351351351351	0.021978021978022	0.000204718624555294	9.39008866856066e-05	9.17834997284169e-05	1.68659449930467e-07	1.63298067602044e-06	"NA"	NA
"ZNF37A"	1.03217454806361	0.408747812862029	-0.623426735201579	296	273	78	37	0.263513513513513	0.135531135531136	0.000221158572213235	0.00015756490978824	5.472144671182e-05	1.68726815180852e-07	1.63298067602044e-06	"NA"	NA
"SAYSD1"	0.397785594058047	0.110973668525473	-0.286811925532574	296	273	34	8	0.114864864864865	0.0293040293040293	0.000184599977504664	8.22989727036033e-05	0.00010565088542598	1.70077946558084e-07	1.64454650929314e-06	"NA"	NA
"WASF1"	0.710634538042231	0.263844880361168	-0.446789657681064	296	273	63	26	0.212837837837838	0.0952380952380952	0.000182124900045997	0.000122139759039952	7.11941840874263e-05	1.70090589099886e-07	1.64454650929314e-06	"NA"	NA
"RP11-473M20.14"	0.639854376373922	0.347526996591224	-0.292327379782698	296	273	70	30	0.236486486486486	0.10989010989011	0.000116383053389571	6.82186649699913e-05	0.000129719493988392	1.72941055682603e-07	1.6712776685004e-06	"NA"	NA
"MRPL41"	2.10401626219411	1.28091394718151	-0.823102315012602	296	273	154	102	0.52027027027027	0.373626373626374	0.000606978399520916	0.00053562297177034	1.66513165915021e-05	1.74230202366541e-07	1.68290143931051e-06	"NA"	NA
"FAM86C1"	0.254705857832947	0.0681686440769114	-0.186537213756035	296	273	34	8	0.114864864864865	0.0293040293040293	0.000184599977504664	8.22989727036033e-05	0.000110646688551908	1.7769952429906e-07	1.71534573060336e-06	"NA"	NA
"POMC"	0	0.104716292033373	0.104716292033373	296	273	0	13	0	0.0476190476190476	0.000436130613797427	6.13207533108041e-05	0.000148634948516481	1.77853156246121e-07	1.71534573060336e-06	"NA"	NA
"KIAA0895"	0	0.163610600180015	0.163610600180015	296	273	0	13	0	0.0476190476190476	0.000436130613797427	6.13207533108041e-05	0.000148634948516481	1.77853156246121e-07	1.71534573060336e-06	"NA"	NA
"TMA16"	0.783407688185393	0.356500000444584	-0.426907687740809	296	273	71	31	0.239864864864865	0.113553113553114	0.000136197500037486	0.000113900282465049	8.02474056080696e-05	1.78330676036515e-07	1.71910066137673e-06	"NA"	NA
"TULP4"	0.567040252555217	0.269297505523802	-0.297742747031415	296	273	56	21	0.189189189189189	0.0769230769230769	0.000151564452744389	8.00493854685192e-05	0.000114550423592857	1.78876484294775e-07	1.72350985263161e-06	"NA"	NA
"NAALADL1"	0.709102528732066	0.316655796383945	-0.392446732348121	296	273	61	24	0.206081081081081	0.0879120879120879	0.000126680957524419	8.75656286476604e-05	0.000105118369454589	1.79525379657009e-07	1.72890746060989e-06	"NA"	NA
"RNF170"	0.695440639816849	0.134733150076467	-0.560707489740382	296	273	47	16	0.158783783783784	0.0586080586080586	0.000241780215731986	0.000149084102136793	6.1848887691156e-05	1.79820123399146e-07	1.73089078780057e-06	"NA"	NA
"KLHL23"	0.976156571444104	0.489188761402297	-0.486967810041807	296	273	82	39	0.277027027027027	0.142857142857143	0.000141785665466701	9.29885504518126e-05	9.97535774353743e-05	1.80842270090356e-07	1.73987044847049e-06	"NA"	NA
"ZNF583"	0.398340059435808	0.0642655064348805	-0.334074553000927	296	273	28	5	0.0945945945945946	0.0183150183150183	0.000207566638151595	9.6275886834968e-05	9.75401194198027e-05	1.8296527213568e-07	1.75942727403487e-06	"NA"	NA
"RP11-363G2.4"	0.0311851010379645	0.151893689455966	0.120708588418002	296	273	6	26	0.0202702702702703	0.0952380952380952	0.000219213608277468	9.12546555362998e-05	0.000103093826090972	1.83280033019732e-07	1.76158501164725e-06	"NA"	NA
"BBS2"	0.578462990460983	0.165730086654495	-0.412732903806488	296	273	49	17	0.165540540540541	0.0622710622710623	0.000205440473275892	0.000121114755582	7.83111027036172e-05	1.84699827852508e-07	1.77435635510157e-06	"NA"	NA
"NONO"	2.94051036984113	3.79088736202937	0.850376992188243	296	273	202	224	0.682432432432432	0.82051282051282	0.000218337586099524	0.000156313002439283	6.08784459032762e-05	1.85281002994467e-07	1.77906271446707e-06	"NA"	NA
"ALG3"	1.3158986788256	0.556821243962334	-0.759077434863265	296	273	83	41	0.280405405405405	0.15018315018315	0.000254770040875659	0.000166608257111496	5.76617575809519e-05	1.86958268453496e-07	1.79370329586504e-06	"NA"	NA
"PADI4"	0.46143103523239	0.183552090008978	-0.277878945223412	296	273	45	14	0.152027027027027	0.0512820512820513	0.000144372606475055	8.95027348244433e-05	0.000107355744535051	1.86989795669904e-07	1.79370329586504e-06	"NA"	NA
"VSIG10"	0.593982778603169	0.282546593694783	-0.311436184908386	296	273	65	27	0.219594594594595	0.0989010989010989	0.000148973365349049	9.54897159666587e-05	0.000101759151311576	1.88988834857439e-07	1.81198739254363e-06	"NA"	NA
"SCOC"	1.095843088431	0.452091499841275	-0.643751588589727	296	273	79	38	0.266891891891892	0.139194139194139	0.000250713938422319	0.000175590391271368	5.5574854608461e-05	1.89753621690281e-07	1.81842556243213e-06	"NA"	NA
